Harry Potter and the Sorcerer's Stone|http://www.imdb.com/title/tt0241527/|2001|3826
Володар перснiв: Хранителi персня|http://www.imdb.com/title/tt0120737/|2001|3827
Доннi Дарко|http://www.imdb.com/title/tt0246578/|2001|3828
Training Day|http://www.imdb.com/title/tt0139654/|2001|3829
Pearl Harbor|http://www.imdb.com/title/tt0213149/|2001|3830
Одинадцять друзiв Оушена|http://www.imdb.com/title/tt0240772/|2001|3831
Mulholland Dr.|http://www.imdb.com/title/tt0166924/|2001|3832
Planet of the Apes|http://www.imdb.com/title/tt0133152/|2001|3833
Вiднесенi привидами|http://www.imdb.com/title/tt0245429/|2001|3834
Black Hawk Down|http://www.imdb.com/title/tt0265086/|2001|3835
Iгри розуму|http://www.imdb.com/title/tt0268978/|2001|3836
A Knight's Tale|http://www.imdb.com/title/tt0183790/|2001|3837
Moulin Rouge!|http://www.imdb.com/title/tt0203009/|2001|3838
Not Another Teen Movie|http://www.imdb.com/title/tt0277371/|2001|3839
Неймовiрна доля Амелi Пулен|http://www.imdb.com/title/tt0211915/|2001|3840
Форсаж|http://www.imdb.com/title/tt0232500/|2001|3841
Корпорацiя монстрiв|http://www.imdb.com/title/tt0198781/|2001|3842
Hannibal|http://www.imdb.com/title/tt0212985/|2001|3843
The Mummy Returns|http://www.imdb.com/title/tt0209163/|2001|3844
Bridget Jones's Diary|http://www.imdb.com/title/tt0243155/|2001|3845
Y tu mamá también|http://www.imdb.com/title/tt0245574/|2001|3846
Шрек|http://www.imdb.com/title/tt0126029/|2001|3847
Щоденники принцеси|http://www.imdb.com/title/tt0247638/|2001|3848
Штучний розум|http://www.imdb.com/title/tt0212720/|2001|3849
Blow|http://www.imdb.com/title/tt0221027/|2001|3850
Vanilla Sky|http://www.imdb.com/title/tt0259711/|2001|3851
Legally Blonde|http://www.imdb.com/title/tt0250494/|2001|3852
Jeepers Creepers|http://www.imdb.com/title/tt0263488/|2001|3853
Jay and Silent Bob Strike Back|http://www.imdb.com/title/tt0261392/|2001|3854
Lara Croft: Tomb Raider|http://www.imdb.com/title/tt0146316/|2001|3855
Зразковий самець|http://www.imdb.com/title/tt0196229/|2001|3856
The Others|http://www.imdb.com/title/tt0230600/|2001|3857
Jason X|http://www.imdb.com/title/tt0211443/|2001|3858
Родина Тененбаумiв|http://www.imdb.com/title/tt0265666/|2001|3859
Enemy at the Gates|http://www.imdb.com/title/tt0215750/|2001|3860
Парк юрського перiоду III|http://www.imdb.com/title/tt0163025/|2001|3861
Ghost World|http://www.imdb.com/title/tt0162346/|2001|3862
Monster's Ball|http://www.imdb.com/title/tt0285742/|2001|3863
Wet Hot American Summer|http://www.imdb.com/title/tt0243655/|2001|3864
Атлантида: Загублена iмперiя|http://www.imdb.com/title/tt0230011/|2001|3865
Lucía y el sexo|http://www.imdb.com/title/tt0254455/|2001|3866
American Pie 2|http://www.imdb.com/title/tt0252866/|2001|3867
From Hell|http://www.imdb.com/title/tt0120681/|2001|3868
Original Sin|http://www.imdb.com/title/tt0218922/|2001|3869
Scary Movie 2|http://www.imdb.com/title/tt0257106/|2001|3870
Serendipity|http://www.imdb.com/title/tt0240890/|2001|3871
La pianiste|http://www.imdb.com/title/tt0254686/|2001|3872
Super Troopers|http://www.imdb.com/title/tt0247745/|2001|3873
Spy Game|http://www.imdb.com/title/tt0266987/|2001|3874
Shallow Hal|http://www.imdb.com/title/tt0256380/|2001|3875
Thir13en Ghosts|http://www.imdb.com/title/tt0245674/|2001|3876
The Wedding Planner|http://www.imdb.com/title/tt0209475/|2001|3877
Save the Last Dance|http://www.imdb.com/title/tt0206275/|2001|3878
I Am Sam|http://www.imdb.com/title/tt0277027/|2001|3879
Spy Kids|http://www.imdb.com/title/tt0227538/|2001|3880
Планета Ка-ПЕКС|http://www.imdb.com/title/tt0272152/|2001|3881
Frailty|http://www.imdb.com/title/tt0264616/|2001|3882
The Score|http://www.imdb.com/title/tt0227445/|2001|3883
Rat Race|http://www.imdb.com/title/tt0250687/|2001|3884
Година пiк 2|http://www.imdb.com/title/tt0266915/|2001|3885
Joe Dirt|http://www.imdb.com/title/tt0245686/|2001|3886
Summer Catch|http://www.imdb.com/title/tt0234829/|2001|3887
Фанатик|http://www.imdb.com/title/tt0247199/|2001|3888
Along Came a Spider|http://www.imdb.com/title/tt0164334/|2001|3889
Behind Enemy Lines|http://www.imdb.com/title/tt0159273/|2001|3890
Josie and the Pussycats|http://www.imdb.com/title/tt0236348/|2001|3891
Bully|http://www.imdb.com/title/tt0242193/|2001|3892
Swordfish|http://www.imdb.com/title/tt0244244/|2001|3893
Rock Star|http://www.imdb.com/title/tt0202470/|2001|3894
Gosford Park|http://www.imdb.com/title/tt0280707/|2001|3895
Heartbreakers|http://www.imdb.com/title/tt0125022/|2001|3896
Waking Life|http://www.imdb.com/title/tt0243017/|2001|3897
Мексиканець|http://www.imdb.com/title/tt0236493/|2001|3898
Captain Corelli's Mandolin|http://www.imdb.com/title/tt0238112/|2001|3899
Lagaan: Once Upon a Time in India|http://www.imdb.com/title/tt0169102/|2001|3900
Kabhi Khushi Kabhie Gham...|http://www.imdb.com/title/tt0248126/|2001|3901
Скляний будинок|http://www.imdb.com/title/tt0221218/|2001|3902
The Man Who Wasn't There|http://www.imdb.com/title/tt0243133/|2001|3903
Ali|http://www.imdb.com/title/tt0248667/|2001|3904
Evolution|http://www.imdb.com/title/tt0251075/|2001|3905
Intimacy|http://www.imdb.com/title/tt0256103/|2001|3906
Sweet November|http://www.imdb.com/title/tt0230838/|2001|3907
Out Cold|http://www.imdb.com/title/tt0253798/|2001|3908
Hedwig and the Angry Inch|http://www.imdb.com/title/tt0248845/|2001|3909
Осмозiс Джонс|http://www.imdb.com/title/tt0181739/|2001|3910
Siu Lam juk kau|http://www.imdb.com/title/tt0286112/|2001|3911
How High|http://www.imdb.com/title/tt0278488/|2001|3912
Kate & Leopold|http://www.imdb.com/title/tt0035423/|2001|3913
Ghosts of Mars|http://www.imdb.com/title/tt0228333/|2001|3914
The Last Castle|http://www.imdb.com/title/tt0272020/|2001|3915
Le pacte des loups|http://www.imdb.com/title/tt0237534/|2001|3916
Joy Ride|http://www.imdb.com/title/tt0206314/|2001|3917
In the Bedroom|http://www.imdb.com/title/tt0247425/|2001|3918
El espinazo del diablo|http://www.imdb.com/title/tt0256009/|2001|3919
Someone Like You...|http://www.imdb.com/title/tt0244970/|2001|3920
Baby Boy|http://www.imdb.com/title/tt0255819/|2001|3921
Don't Say a Word|http://www.imdb.com/title/tt0260866/|2001|3922
The Triumph of Love|http://www.imdb.com/title/tt0253840/|2001|3923
Bubble Boy|http://www.imdb.com/title/tt0258470/|2001|3924
Life as a House|http://www.imdb.com/title/tt0264796/|2001|3925
Cats & Dogs|http://www.imdb.com/title/tt0239395/|2001|3926
The Pledge|http://www.imdb.com/title/tt0237572/|2001|3927
Das Experiment|http://www.imdb.com/title/tt0250258/|2001|3928
Get Over It|http://www.imdb.com/title/tt0192071/|2001|3929
Джиммi Нейтрон: Генiальний хлопчик|http://www.imdb.com/title/tt0268397/|2001|3930
Final Fantasy: The Spirits Within|http://www.imdb.com/title/tt0173840/|2001|3931
Iчi-кiлер|http://www.imdb.com/title/tt0296042/|2001|3932
Valentine|http://www.imdb.com/title/tt0242998/|2001|3933
Hard Ball|http://www.imdb.com/title/tt0180734/|2001|3934
Session 9|http://www.imdb.com/title/tt0261983/|2001|3935
Freddy Got Fingered|http://www.imdb.com/title/tt0240515/|2001|3936
Prozac Nation|http://www.imdb.com/title/tt0236640/|2001|3937
Lost and Delirious|http://www.imdb.com/title/tt0245238/|2001|3938
Riding in Cars with Boys|http://www.imdb.com/title/tt0200027/|2001|3939
The Hole|http://www.imdb.com/title/tt0242527/|2001|3940
The Majestic|http://www.imdb.com/title/tt0268995/|2001|3941
The 51st State|http://www.imdb.com/title/tt0227984/|2001|3942
Angel Eyes|http://www.imdb.com/title/tt0225071/|2001|3943
The One|http://www.imdb.com/title/tt0267804/|2001|3944
Dil Chahta Hai|http://www.imdb.com/title/tt0292490/|2001|3945
Kiss of the Dragon|http://www.imdb.com/title/tt0271027/|2001|3946
Зроблено!|http://www.imdb.com/title/tt0227005/|2001|3947
Bandits|http://www.imdb.com/title/tt0219965/|2001|3948
Buffalo Soldiers|http://www.imdb.com/title/tt0252299/|2001|3949
Sugar & Spice|http://www.imdb.com/title/tt0186589/|2001|3950
O|http://www.imdb.com/title/tt0184791/|2001|3951
Exit Wounds|http://www.imdb.com/title/tt0242445/|2001|3952
Нiчия земля|http://www.imdb.com/title/tt0283509/|2001|3953
Чорний лицар|http://www.imdb.com/title/tt0265087/|2001|3954
Max Keeble's Big Move|http://www.imdb.com/title/tt0273799/|2001|3955
Driven|http://www.imdb.com/title/tt0132245/|2001|3956
America's Sweethearts|http://www.imdb.com/title/tt0265029/|2001|3957
Mean Machine|http://www.imdb.com/title/tt0291341/|2001|3958
Crazy/Beautiful|http://www.imdb.com/title/tt0250224/|2001|3959
The Tailor of Panama|http://www.imdb.com/title/tt0236784/|2001|3960
The Animal|http://www.imdb.com/title/tt0255798/|2001|3961
Saving Silverman|http://www.imdb.com/title/tt0239948/|2001|3962
Dagon|http://www.imdb.com/title/tt0264508/|2001|3963
Don's Plum|http://www.imdb.com/title/tt0119004/|2001|3964
Hearts in Atlantis|http://www.imdb.com/title/tt0252501/|2001|3965
15 Minutes|http://www.imdb.com/title/tt0179626/|2001|3966
Knockaround Guys|http://www.imdb.com/title/tt0211465/|2001|3967
Birthday Girl|http://www.imdb.com/title/tt0188453/|2001|3968
À ma soeur!|http://www.imdb.com/title/tt0243255/|2001|3969
Прибулець|http://www.imdb.com/title/tt0160399/|2001|3970
